상호명,지점명,상권업종대분류명,대분류코드명,상권업종중분류명,중분류코드명,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동명,법정동명,도로명주소,전화번호,영업시간,위도,경도,일층,경사로,입구턱,입구문턱,테이블석,화장실턱,화장실문턱,장애인화장실,엘리베이터,주차장,장애인주차장,테이크아웃
남원골추어탕,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로356길 23,02-3461-3584,월 - 토 10:00 - 22:00 정기휴무 (매주 일요일),37.48389859,127.0381301,Y,N,N,Y,Y,N,N,N,N,N,N,N
남촌,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로16길 8,02-525-1700,,37.48204112,126.9831009,Y,Y,Y,N,Y,N,N,N,N,Y,N,N
노모어피자,이수역점,음식점,R,패스트푸드,R7,피자,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 동작대로 108,070-4006-0571,월 : 10:30 ~ 24:00 화~토 : 12:00 ~ 02:00,37.4860017,126.9826288,Y,N,N,Y,Y,N,N,N,N,N,N,N
노브랜드버거,신논현역점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 사평대로 371,0507-1375-0301,매일 10:00 ~ 22:00,37.50456649,127.0235688,Y,N,N,Y,Y,N,N,N,N,N,N,N
놀부부대찌개,강남고속버스터미널점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,0507-1319-8456,매일 10:30 ~ 22:00,37.50645747,127.0068332,N,N,N,Y,N,N,N,N,N,N,N,N
놀부부대찌게철판구이,포이점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 논현로19길 17,02-529-8230,월 - 금 10:30 - 22:00 15:00 - 16:30 브레이크타임 토 정기휴무 (매주 토요일) 일 11:00 - 21:00 ,37.47622868,127.0445598,Y,Y,N,Y,Y,N,N,N,N,N,N,N
누구나홀딱반한닭,사당점,음식점,R,닭/오리,R4,치킨,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 5-1,0507-1407-5662,월  15:30 ~ 01:00 화~토 : 14:30 ~ 01:00 일 : 14:00 ~ 24:00,37.47700769,126.9824568,Y,N,N,Y,Y,N,N,N,N,N,N,N
다미선,,음식점,R,일식/수산물,R5,횟집,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로42길 27,02-582-4321,매일 10:00 ~ 23:00,37.490868,127.0092049,Y,N,N,Y,Y,N,N,N,N,N,N,N
다피타시그니처,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,0507-1351-1007,매일 11:30 ~ 22:00,37.48606899,126.9830132,Y,N,N,Y,Y,N,N,N,N,N,N,N
닥터로빈,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 고무래로 8,02-537-3621,11:00 - 21:30 21:00 라스트오더,37.50365168,127.0100086,Y,N,N,Y,Y,N,N,N,N,N,Y,N
달빛그림,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로15길 10,02-585-5452,월 - 토 11:00 - 21:00 20:30 라스트오더 정기휴무 (매주 일요일),37.48420713,126.995091,Y,N,N,Y,Y,N,N,N,N,N,N,N
담뿍화로된장,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로74길 51,0507-1422-8586,월 - 금 10:00 - 22:00 15:00 - 17:00 브레이크타임 21:00 라스트오더 토 17:00 - 22:00 21:00 라스트오더 정기휴무 (매주 일요일),37.49305471,127.0283892,Y,N,N,Y,Y,N,N,N,N,N,N,N
담소소사골순대·육개장,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 효령로 418,02-585-1821,매일 10:40 ~ 22:10,37.48860425,127.0295776,Y,N,N,Y,Y,N,N,N,N,N,N,N
담양죽순추어탕,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로40길 54,0507-1495-3360,월 - 금 10:00 - 22:00 토 08:30 - 22:00 일 09:30 - 22:00 ,37.48923499,127.0078808,Y,N,N,Y,Y,N,N,N,N,N,N,N
대촌,,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로25길 6,02-591-4956,"매주 토요일 휴무 월,화,수,목,금,일 : 16:00 ~ 22:00",37.49402082,126.985743,Y,N,N,Y,Y,N,N,N,N,N,N,N
댓짱돈까스,,음식점,R,일식,I203,일식 카레/돈가스/덮밥,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로 204,02-534-7009,매주 일요일 휴무 월~토 : 11:00 ~ 20:30,37.49727343,126.9857216,Y,N,N,Y,Y,N,N,N,N,N,N,N
더대박칼국수,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 바우뫼로 188,02-572-1792,매일 10:30 ~ 20:30,37.47896222,127.0405225,Y,Y,N,Y,Y,N,N,N,N,N,N,N
더뭉티기,교대점,음식점,R,고기,R3,소고기,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 40,02-522-6412,"매주 토, 일 휴무 월~금 : 11:00 ~ 22:00",37.49321492,127.0161738,Y,N,N,Y,Y,N,N,N,N,N,N,N
더진미평냉,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로 58,02-525-8839,매일 11:00 ~ 21:30,37.48718229,127.0156315,Y,N,N,Y,Y,N,N,N,N,N,N,N
더하누,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로74길 49,0507-1400-9392,매일 11:00 - 22:00 15:00 - 17:00 브레이크타임,37.49340395,127.0281245,Y,Y,N,Y,Y,N,N,N,N,N,N,N
델리백,서초점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로 347,02-533-2911,09:30 - 19:30 19:20 라스트오더,37.49566426,127.0192404,Y,N,N,Y,Y,N,N,N,N,N,N,N
도스타코스,청계산입구역점,음식점,R,서양식,I204,기타 서양식 음식점,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 217,02-6953-6060,11:30 - 22:00,37.44626259,127.0573048,Y,N,N,Y,Y,N,N,N,N,N,N,N
돈스라,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로39길 15-10,02-521-4465,"월 - 금 10:00 - 20:30 19:50 라스트오더 정기휴무 (매주 토, 일요일)",37.48573146,127.0319667,Y,N,N,Y,Y,N,N,N,N,N,N,N
돌짱,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로23길 5,0507-1364-8586,매일 11:30 - 22:00 14:30 - 17:30 브레이크타임 21:15 라스트오더 정기휴무 (매주 일요일),37.48776282,126.992567,Y,Y,N,Y,Y,N,N,N,N,N,N,N
동명항,,음식점,R,일식/수산물,R5,일식 회/초밥,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로47길 57,,매주 일요일 휴무 월~토 : 16:30 ~ 24:00,37.5129457,127.0180641,Y,N,N,Y,Y,N,N,N,N,N,N,N
동보성,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로6길 108-4,02-576-9284,"10:30 - 20:30 매달 1, 3번째 일요일 정기 휴무",37.46963418,127.0458308,Y,N,N,Y,Y,N,N,N,N,N,N,N
동신명가,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 31,0507-1443-8892,매일 11:10 - 23:00,37.49100134,127.0100625,Y,Y,N,Y,Y,N,N,N,N,N,N,N
동원식당,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 언남길 85,02-577-9808,매일 11:30 - 22:00 15:00 - 17:00 브레이크타임 ,37.4755641,127.0459476,Y,N,N,Y,Y,N,N,N,N,N,N,N
딤딤섬,센트럴시티점,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,0507-1347-1722,매일 11:00 - 21:20 20:30 라스트오더 ,37.50386181,127.0024308,N,N,N,Y,Y,N,N,N,Y,N,N,N
띤띤익스프레스,고속터미널점,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-790-8709,,37.50640442,127.0068318,Y,N,N,Y,Y,N,N,N,N,N,N,N
라콤,,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로25길 19,0507-1395-7796,월~금 : 09:00 ~ 23:30 토~일 : 08:00 ~ 23:30,37.49384333,126.9850104,Y,N,N,Y,Y,N,N,N,N,N,N,N
램스칸,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로78길 36,0507-1384-7870,매일 11:30 - 23:00,37.49470161,127.0281416,Y,N,Y,N,Y,N,N,N,N,N,N,N
레발콩,사당이수 본점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 92,0507-1464-5516,매일 10:00~ 22:00,37.48458404,126.9833265,Y,N,N,Y,Y,N,N,N,N,N,N,N
레스토랑꼬로,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 동산로2길 40,070-8865-0803,매주 일요일 휴무 월~토 : 11:30 ~ 22:00,37.46814083,127.0427861,Y,N,N,Y,Y,N,N,N,N,N,N,N
롤링핀고속,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-537-2067,매일 07:00 ~ 22:00,37.50656358,127.0068501,N,N,N,Y,Y,N,N,N,N,N,N,N
롯데리아,방배역점,음식점,R,기타 간이,I210,버거,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 96,02-588-1405,매일 09:00 - 22:00 21:50 라스트오더,37.48300631,126.9969275,Y,Y,N,Y,Y,N,N,N,N,N,N,N
롯데리아,양재동점,음식점,R,기타 간이,I210,버거,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 동산로 22,0507-1406-4618,매일 10:00 - 22:00,37.46982796,127.0419394,Y,Y,N,Y,Y,N,N,N,N,N,N,N
롯데리아,청계산입구역점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 201,02-2058-1911,매일 10:00 - 21:30 21:00 라스트오더 ,37.44750539,127.0560913,Y,N,N,Y,Y,N,N,N,N,N,N,N
르사이공,강남 더인피닛스퀘어점,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 사평대로58길 6,02-536-5838,"매주 토,일 휴무 월~금 : 11:00 ~ 22:00",37.50350336,127.0235827,N,N,N,Y,Y,N,N,N,N,N,N,N
리나스,서초삼성타운점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로 398,02-525-1989,매주 일요일 휴무 월~금 : 07:00 ~ 20:00 토 : 09:00 ~ 17:00,37.49663172,127.0250858,Y,N,N,Y,Y,N,N,N,N,N,N,N
린스시,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로12길 10,0507-1456-9893,매주 토요일 휴무 월~금 : 10:30 ~ 21:30 일 : 11:00 ~ 20:30,37.4846287,127.0119558,Y,N,N,Y,Y,N,N,N,N,Y,N,N
마녀김밥,강남역점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 사임당로 180,02-583-1119,매일 08:00 ~ 21:00,37.49256625,127.0292549,Y,N,N,Y,Y,N,N,N,N,N,N,N
마라연구소,방배점,음식점,R,중식,R8,마라탕/훠궈,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로 158,02-533-5510,매일 11:00 ~ 22:00,37.49323546,126.9866244,Y,N,N,Y,Y,N,N,N,N,N,N,N
마라의신,서초점,음식점,R,중식,R8,마라탕/훠궈,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로38길 12,0507-1460-0371,매일 11:00 - 22:30 22:15 라스트오더 토 정기휴무 (매주 토요일),37.49052979,127.0054215,N,N,N,N,N,N,N,N,N,N,N,N
마카모예샤브바,,음식점,R,기타 간이,I201,샤브샤브,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로38길 12,0507-1326-4785,매일 11:00 ~ 21:30,37.49057527,127.0053933,Y,N,N,Y,Y,N,N,N,N,N,N,N
만리향,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로2길 37,02-585-7706,매일 11:30 - 21:30,37.48416775,127.0193567,Y,N,Y,N,Y,N,N,N,N,Y,N,N
만추,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 사평대로55길 82-14,0507-1313-8597,매주 일요일 휴무 월~금 : 11:00 ~ 21:00 토 : 11:30 ~ 20:00,37.50786784,127.0217732,Y,N,N,Y,Y,N,N,N,N,N,N,N
말죽거리해장국,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로356길 33,02-2088-2269,"매주 토요일 휴무 월,화,수,목,금,일 : 11:00 ~ 22:00",37.48354776,127.0382025,Y,N,N,Y,Y,N,N,N,N,N,N,N
맘스터치,서초교대점,음식점,R,기타 간이,I210,버거,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 25,02-2055-1175,매일 09:30 - 22:30,37.49346088,127.0154129,Y,Y,N,Y,Y,N,N,N,N,N,N,N
맘코리안비스트로,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로26길 48,0507-1401-0788,매일 11:30 ~ 22:00,37.49807024,126.9988522,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
매드포갈릭,사당점,음식점,R,서양식,I204,패밀리레스토랑,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 11,02-3472-8411,매일 11:30 ~ 21:30,37.47778141,126.9822778,N,N,N,Y,Y,N,N,N,N,N,N,N
먹보사랑비빔밥,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-532-3030,,37.506412,127.0068206,Y,N,N,Y,Y,N,N,N,N,N,N,N
명갈비곰탕,,음식점,R,한식,R1,탕/찌개,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서운로6길 26,0507-1478-2294,매주 토요일 휴무 월~금 : 10:00 ~ 22:00 일 : 11:00 ~ 21:00,37.4855237,127.0308047,Y,N,N,Y,Y,N,N,N,N,N,N,N
명인만두,내방역점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로 195,02-535-0248,월~토 : 10:00 ~ 22:00 일 : 10:30 ~ 20:00,37.49068184,126.9914648,Y,Y,N,Y,Y,N,N,N,N,N,N,N
명품대구,,음식점,R,일식/수산물,R5,국/탕/찌개,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 논현로 151,02-572-7788,매주 일요일 휴무 월~토 : 10:30 ~ 21:30,37.48291228,127.042055,Y,N,N,Y,Y,N,N,N,N,N,N,N
명한이네,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 21-4,0507-1396-3332,매일 11:00 - 22:00 15:30 - 17:00 브레이크타임 ,37.49084609,127.0098158,Y,Y,N,Y,Y,N,N,N,N,N,N,N
몽도,,음식점,R,양식,R6,경양식,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 나루터로10길 29,0507-1446-8016,"매주 화요일 휴무 월,수,목,금,토,일 12:00 ~ 22:00",37.51358862,127.0162797,Y,N,N,Y,Y,N,N,N,N,N,N,N
미나토,,음식점,R,일식/수산물,R5,일식 회/초밥,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로23길 19,02-525-5841,월 - 금 11:30 - 22:00 14:30 - 17:30 브레이크타임 20:00 라스트오더 토 17:00 - 22:00 20:00 라스트오더 정기휴무 (매주 일요일),37.48612025,126.9933127,Y,N,N,Y,Y,N,N,N,N,N,N,N
미스사이공,이수점,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 동작대로 108,0507-1439-0422,매일 10:30 - 22:00,37.48608259,126.9826051,Y,N,N,Y,Y,N,N,N,N,N,N,N
밀화,신세계백화점 강남점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-3479-1967,매일 11:00 ~ 21:30,37.50383907,127.0023932,N,N,N,Y,Y,N,N,N,N,N,N,N
바다고기,,음식점,R,일식/수산물,R5,생선 회,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로350길 12,02-567-1184,"월~금 : 15:00 ~ 24:00 토,일 : 15:00 ~ 23:00",37.48396684,127.0354495,Y,N,N,Y,Y,N,N,N,N,N,N,N
반포소곱창,신논현점,음식점,R,한식,R1,곱창 전골/구이,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 사평대로 349,,,37.5037996,127.0212716,Y,N,N,Y,Y,N,N,N,N,N,N,N
방배냉삼,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로2안길 23,0507-1371-2992,매일 14:00 - 03:00 ,37.47797379,126.9837326,Y,N,N,Y,Y,N,N,N,N,N,N,N
방배동순대국,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로31길 46,02-598-9597,매주 일요일 휴무 월~토 : 09:00 ~ 22:00,37.48323968,126.9957598,Y,N,N,Y,Y,N,N,N,N,Y,N,N
버거307,이수점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로18길 16,0507-1338-0307,매일 11:00 - 21:00 20:30 라스트오더 ,37.4826038,126.9835681,Y,N,N,Y,Y,N,N,N,N,N,N,N
버거베어양재&프리다이너,본점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 양재천로 95-8,0507-1372-3603,월 - 금 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더 토 - 일 11:00 - 21:30 20:30 라스트오더,37.47626825,127.0394377,Y,N,N,Y,Y,N,N,N,N,N,N,N
버거앤프라이즈,이수역점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로22길 4,02-587-6528,매일 10:00 ~ 21:30,37.48423925,126.9830485,Y,N,N,Y,Y,N,N,N,N,N,N,N
버거킹,방배카페골목점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로 200,02-599-9940,매일 10:00 ~ 22:00,37.4970202,126.985612,Y,N,N,Y,Y,N,N,N,N,N,N,N
버거킹,양재점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 강남대로 221,02-577-0407,매일 09:00 - 22:00,37.48367645,127.0340963,Y,Y,N,Y,Y,N,N,N,N,N,N,N
번패티번(),,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로27길 21,070-8824-9777,매일 10:30 ~ 21:00,37.48970651,127.0071621,Y,N,N,Y,Y,N,N,N,N,N,N,N
베이커스테일,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초대로54길 9-14,0507-1424-2773,08:00 - 21:30 정기휴무 (매주 일요일) ,37.49383969,127.0165388,Y,N,N,Y,Y,N,N,N,N,N,N,N
병아리김밥,양재언남점,음식점,R,한식,R1,김밥/만두/분식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 동산로12길 3,0507-1393-1556,월 - 토 09:30 - 21:00 19:30 라스트오더 정기휴무 (매주 일요일),37.47162995,127.0452627,Y,Y,N,Y,Y,N,N,N,N,N,N,N
보글이생태왕코다리,양재역점,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로37길 56-18,0507-1388-7709,매일 11:00 ~ 22:00,37.48544949,127.0305456,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
보드람치킨,사당역점,음식점,R,닭/오리,R4,치킨,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 5-2,02-586-3323,매일 15:00 ~ 02:00,37.47733048,126.9822715,Y,N,N,Y,Y,N,N,N,N,N,N,N
보승회관,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-595-8890,매일 10:00 ~ 23:00,37.50638169,127.0068208,N,N,N,Y,Y,N,N,N,N,N,N,N
본가신촌설렁탕서울고속버스,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-533-0079,매일 09:00 ~ 23:00,37.50649537,127.0068051,N,N,N,Y,Y,N,N,N,N,N,N,N
본죽,남부터미널,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 효령로 303,0507-1431-6282,매일 09:30 - 21:00 일 정기휴무 (매주 일요일),37.48546634,127.0173157,Y,Y,Y,N,N,N,N,N,N,Y,N,N
본죽&비빔밥,신반포점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포2동,반포동,서울특별시 서초구 반포대로 287,0507-1463-6289,"매일 10:00 - 21:00 매달 2, 4번째 일요일 정기 휴무",37.50434209,127.0010418,Y,N,N,Y,Y,N,N,N,N,N,N,N
부다스벨리,,음식점,R,동남아시아,I205,베트남식 전문,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,0507-1342-1959,매일 11:00 ~ 21:00,37.50449552,127.0078148,Y,N,N,Y,Y,N,N,N,N,N,N,N
부산자갈치어시장,,음식점,R,일식/수산물,R5,회/초밥,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로4길 26,0507-1328-4378,매일 11:00 ~ 01:00,37.47766011,126.9839291,Y,Y,N,Y,Y,Y,N,N,N,N,N,N
부자곱창,,음식점,R,한식,R1,곱창 전골/구이,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 동산로 92,02-575-6694,월 - 토 17:00 - 22:00 21:30 라스트오더 일 정기휴무,37.47328596,127.0483733,Y,N,N,Y,Y,N,N,N,N,N,N,N
북창동순두부,강남신사점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로47길 77,02-544-4768,매일 09:00 ~ 22:00,37.513814,127.0184599,Y,Y,N,Y,Y,N,N,N,N,N,N,N
북창동순두부,서초점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 효령로 330,02-523-4768,월~금 : 09:00 ~ 22:00 토~일 : 08:30 ~ 20:30,37.48575193,127.0202406,Y,N,N,Y,Y,N,N,N,N,Y,N,N
북촌손만두,센트럴시티점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-6282-5959,매일 10:30 ~ 21:00,37.50406643,127.0023369,Y,N,N,Y,Y,N,N,N,N,N,N,N
분분,이수역점,음식점,R,베트남요리,I204,쌀국수,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로1길 23,0507-1367-5435,매주 일요일 휴무 월~토 : 11:00 ~ 20:30,37.48824954,126.9831185,Y,N,N,Y,Y,N,N,N,N,N,N,N
브레댄코,내방본점,음식점,R,카페,C1,빵/도넛,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로 166,0507-0289-5290,매일 07:00 ~ 21:00,37.48857151,126.993359,Y,N,N,Y,Y,N,N,N,N,N,N,N
비비스,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로27길 19,0507-1373-9317,매일 10:00 - 18:00 17:00 라스트오더,37.48172769,126.9949094,Y,N,N,Y,Y,N,N,N,N,N,N,N
비파티세리,센트럴시티점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-6282-1210,매일 08:00 ~ 21:30,37.50393001,127.0025059,Y,N,N,Y,Y,N,N,N,N,N,N,N
빌라드스파이시,파미에스테이션점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,0507-1358-1973,매일 11:00 ~ 21:30,37.50461678,127.0078036,N,N,N,Y,Y,N,N,N,N,N,N,N
빌리엔젤,교대점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 94,070-4694-0269,매일 11:00 ~ 22:00,37.49192972,127.0133297,Y,N,N,Y,Y,N,N,N,N,N,N,N
빕스,반포역점,음식점,R,양식,R6,패밀리레스토랑,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 257,02-595-5997,매일 10:30 - 22:00,37.50861449,127.0119225,Y,N,N,Y,Y,N,N,N,Y,N,N,N
뽕사부,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로 270,0507-1401-8922,24시간 영업,37.49266078,127.0113185,Y,N,N,Y,Y,N,N,N,N,Y,N,N
사라스칼국수,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 명달로 58,02-586-5678,매일 10:00 ~ 21:00,37.48252309,127.004781,N,N,N,N,N,N,N,N,N,N,N,N
산골짜기다람쥐,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,0507-1495-0943,매주 일요일 휴무 월~토 : 11:00 ~ 22:00,37.48598728,126.9830474,Y,N,N,Y,Y,N,N,N,N,N,N,N
산마루돌구이,,음식점,R,한식,R1,횟집,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 나루터로10길 29,0507-1444-0993,"매일 11:30 - 21:00 15:00 - 17:00 브레이크타임 20:00 라스트오더 매달 2, 4번째 일요일 정기 휴무",37.5136341,127.016291,Y,N,N,Y,Y,N,N,N,N,N,N,N
